name,detail_link,dati_anagrafici,gruppo,gruppi,legislatura
MUSI Adriano,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23020,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
MUSSO Enrico,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25221,,,"Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 9 novembre 2010; Gruppo Misto : Membro dal 10 novembre 2010 al 23 febbraio 2011; Gruppo Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei) : Membro dal 24 febbraio 2011 al 14 marzo 2013 (dal 10 novembre 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano))",16
NANIA Domenico,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1666,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
NEGRI Magda,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1685,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
NEROZZI Paolo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25216,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
NESPOLI Vincenzo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1692,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
NESSA Pasquale,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17616,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
OLIVA Vincenzo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23026,,,"Gruppo Misto : Membro dal 6 maggio 2008 al 17 giugno 2008 (MPA-Movimento per l'Autonomia, dal 10 giugno 2008 al 14 marzo 2013) ( dal 15 luglio 2009 la componente assume la denominazione MPA-Movimento per le Autonomie-Alleati per il Sud ) Vicepresidente dal 18 giugno 2008 al 14 marzo 2013",16
ORSI Franco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25222,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PALMA Nitto Francesco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17739,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PALMIZIO Elio Massimo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=4509,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 1 marzo 2011; Gruppo Coesione Nazionale : Membro dal 2 marzo 2011 al 28 luglio 2011 (dal 27 luglio 2011 il Gruppo assume la denominazione Coesione Nazionale-Io Sud-Forza del Sud); Gruppo Il Popolo della Libertà : Membro dal 29 luglio 2011 al 6 febbraio 2012; Gruppo Coesione Nazionale (Grande Sud-SI-PID-Il Buongoverno) : Membro dal 7 febbraio 2012 al 9 maggio 2012 (dal 24 febbraio 2012 il Gruppo assume la denominazione Coesione Nazionale (Grande Sud-Sì Sindaci-Popolari d'Italia Domani-Il Buongoverno-Fare Italia)) Tesoriere dal 10 maggio 2012 al 14 marzo 2013,16
PAPANIA Antonino,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22167,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PARAVIA Antonio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22765,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 19 dicembre 2012; Gruppo Centrodestra Nazionale : Membro dal 20 dicembre 2012 al 14 marzo 2013 (dal 21 dicembre 2012 il Gruppo assume la denominazione Fratelli d'Italia - Centrodestra Nazionale),16
PARDI Francesco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25227,,,Gruppo Italia dei Valori : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PASSONI Achille,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25228,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PASTORE Andrea,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=3917,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PEDICA Stefano,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=12480,,,Gruppo Italia dei Valori : Membro dal 29 aprile 2008 al 20 novembre 2012; Gruppo Misto : Membro dal 21 novembre 2012 al 14 marzo 2013 (Diritti e libertà),16
PEGORER Carlo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22767,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PERA Marcello,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=3900,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PERDUCA Marco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25230,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PERTOLDI Flavio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23037,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PETERLINI Oskar,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17624,,,"Gruppo UDC, SVP e Autonomie : Membro dal 6 maggio 2008 al 14 marzo 2013 (dal 10 novembre 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano))",16
PICCIONI Lorenzo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=16658,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PICCONE Filippo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22769,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PICHETTO FRATIN Gilberto,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25199,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PIGNEDOLI Leana,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22770,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PININFARINA Sergio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22414,,,Gruppo Misto : Membro dal 6 maggio 2008 al 3 luglio 2012,16
PINOTTI Roberta,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17750,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PINZGER Manfred,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22771,,,"Gruppo UDC, SVP e Autonomie : Vicepresidente Vicario dal 6 maggio 2008 al 14 marzo 2013 (dal 10 novembre 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano))",16
PISANU Beppe,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1895,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PISCITELLI Salvatore,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25233,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 1 marzo 2011; Gruppo Coesione Nazionale : Tesoriere dal 2 marzo 2011 al 9 maggio 2012 (dal 24 febbraio 2012 il Gruppo assume la denominazione Coesione Nazionale (Grande Sud-Sì Sindaci-Popolari d'Italia Domani-Il Buongoverno-Fare Italia)) Membro dal 10 maggio 2012 al 14 marzo 2013,16
PISTORIO Giovanni,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22772,,,Gruppo Misto : Presidente dal 6 maggio 2008 al 14 marzo 2013 (MPA-Movimento per l'Autonomia) ( dal 15 luglio 2009 la componente assume la denominazione MPA-Movimento per le Autonomie-Alleati per il Sud ),16
PITTONI Mario,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25295,,,Gruppo Lega Nord Padania : Membro dal 6 maggio 2008 al 14 marzo 2013,16
POLI BORTONE Adriana,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1919,,,"Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 10 giugno 2009; Gruppo Misto : Membro dall'11 giugno 2009 al 7 ottobre 2009 (IO SUD); Gruppo UDC, SVP e Autonomie : Membro dall'8 ottobre 2009 al 1 marzo 2011 (dal 5 maggio 2010 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei)); Gruppo Coesione Nazionale : Membro dal 2 marzo 2011 al 9 maggio 2012 (dal 24 febbraio 2012 il Gruppo assume la denominazione Coesione Nazionale (Grande Sud-Sì Sindaci-Popolari d'Italia Domani-Il Buongoverno-Fare Italia)) Vicepresidente dal 10 maggio 2012 al 14 marzo 2013",16
PONTONE Francesco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1932,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 1 agosto 2010; Gruppo Futuro e Libertà per l'Italia : Membro dal 2 agosto 2010 al 22 febbraio 2011; Gruppo Il Popolo della Libertà : Membro dal 23 febbraio 2011 al 14 marzo 2013,16
PORETTI Donatella,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23048,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
POSSA Guido,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=4526,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
PROCACCI Giovanni,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22774,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
QUAGLIARIELLO Gaetano,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=18715,,,Gruppo Il Popolo della Libertà : Vicepresidente Vicario dal 6 maggio 2008 al 14 marzo 2013,16
RAMPONI Luigi,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=1987,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
RANDAZZO Nino,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22795,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
RANUCCI Raffaele,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25235,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
RIZZI Fabio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25210,,,Gruppo Lega Nord Padania : Membro dal 6 maggio 2008 al 14 marzo 2013,16
RIZZOTTI Maria,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25198,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
ROILO Giorgio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22801,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
ROSSI Nicola,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=12424,,,Gruppo Partito Democratico : Membro dal 29 aprile 2008 al 13 aprile 2011; Gruppo Misto : Membro dal 14 aprile 2011 al 14 marzo 2013,16
ROSSI Paolo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22804,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
RUSCONI Antonio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17767,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
RUSSO Giacinto,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25249,,,"Gruppo Italia dei Valori : Membro dal 29 aprile 2008 al 23 novembre 2009; Gruppo Misto : Membro dal 24 novembre 2009 al 3 febbraio 2010 (Alleanza per l'Italia, dall'11 novembre 2009 al 14 luglio 2011) Vicepresidente Vicario dal 4 febbraio 2010 al 13 luglio 2011; Gruppo Per il Terzo Polo (ApI-FLI) : Membro dal 14 luglio 2011 al 19 settembre 2011 Tesoriere dal 20 settembre 2011 al 14 marzo 2013 (dal 20 dicembre 2012 il Gruppo assume la denominazione Per il Terzo Polo (ApI-FLI-Centro Democratico))",16
RUTELLI Francesco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2130,,,"Gruppo Partito Democratico : Membro dal 29 aprile 2008 al 10 novembre 2009; Gruppo Misto : Membro dall'11 novembre 2009 al 13 luglio 2011 (Alleanza per l'Italia, fino al 14 luglio 2011); Gruppo Per il Terzo Polo (ApI-FLI) : Presidente dal 14 luglio 2011 al 14 marzo 2013 (dal 20 dicembre 2012 il Gruppo assume la denominazione Per il Terzo Polo (ApI-FLI-Centro Democratico))",16
SACCOMANNO Michele,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25260,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 24 gennaio 2013; Gruppo Fratelli d'Italia - Centrodestra Nazionale : Membro dal 25 gennaio 2013 al 14 marzo 2013,16
SACCONI Maurizio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2132,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SAIA Maurizio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17771,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 1 agosto 2010; Gruppo Futuro e Libertà per l'Italia : Membro dal 2 agosto 2010 al 28 settembre 2010 Segretario d'Aula dal 29 settembre 2010 al 1 marzo 2011; Gruppo Coesione Nazionale : Membro dal 2 marzo 2011 al 14 marzo 2013 (dal 24 febbraio 2012 il Gruppo assume la denominazione Coesione Nazionale (Grande Sud-Sì Sindaci-Popolari d'Italia Domani-Il Buongoverno-Fare Italia)),16
SALTAMARTINI Filippo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25274,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SANCIU Fedele,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=24095,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SANGALLI Gian Carlo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25224,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SANNA Francesco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=16639,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SANTINI Giacomo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22779,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SARO Giuseppe,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17777,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SARRO Carlo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25250,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SBARBATI Luciana,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2194,,,"Gruppo Partito Democratico : Membro dal 29 aprile 2008 al 27 aprile 2010; Gruppo UDC,SVP,Io Sud e Autonomie : Membro dal 28 aprile 2010 al 14 marzo 2013 (dal 10 novembre 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano))",16
SCALFARO Oscar Luigi,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2200,,,Gruppo Misto : Membro dal 6 maggio 2008 al 29 gennaio 2012,16
SCANU Gian Piero,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2207,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SCARABOSIO Aldo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17639,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SCARPA BONAZZA BUORA Paolo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2213,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SCHIFANI Renato,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=3939,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SCIASCIA Salvatore,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25206,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SCOTTI Luigi,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17641,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 6 dicembre 2008,16
SERAFINI Anna Maria,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2247,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SERAFINI Giancarlo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25207,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SERRA Achille,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=4562,,,"Gruppo Partito Democratico : Membro dal 29 aprile 2008 al 29 settembre 2010; Gruppo Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Io Sud, Movimento Repubblicani Europei) : Membro dal 30 settembre 2010 al 6 luglio 2011 (dal 10 maggio 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (UnioneValdôtaine, MAIE, VersoNord, Movimento Repubblicani Europei, Partito Liberale Italiano)) Vicepresidente dal 7 luglio 2011 al 14 marzo 2013 (dal 10 novembre 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano))",16
SIBILIA Cosimo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25245,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SIRCANA Silvio Emilio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23072,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SOLIANI Albertina,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=4696,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SPADONI URBANI Ada,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25232,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SPEZIALI Vincenzo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25266,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
SPINELLO Sandro,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=29005,,,Gruppo Partito Democratico : Membro dal 16 gennaio 2013 al 14 marzo 2013,16
STANCANELLI Raffaele,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25269,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 31 ottobre 2011,16
STIFFONI Piergiorgio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=12836,,,Gruppo Lega Nord Padania : Membro dal 29 aprile 2008 al 29 aprile 2012; Gruppo Misto : Membro dal 30 aprile 2012 al 14 marzo 2013,16
STRADIOTTO Marco,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17787,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
STRANO Nino,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17789,,,Gruppo Per il Terzo Polo (ApI-FLI) : Membro dal 3 novembre 2011 al 20 dicembre 2012 (dal 20 dicembre 2012 il Gruppo assume la denominazione Per il Terzo Polo (ApI-FLI-Centro Democratico)),16
TANCREDI Paolo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25242,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
TEDESCO Alberto,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=26900,,,Gruppo Partito Democratico : Membro dal 14 luglio 2009 al 25 febbraio 2011; Gruppo Misto : Membro dal 26 febbraio 2011 al 14 marzo 2013 (Movimento dei Socialisti Autonomisti),16
THALER AUSSERHOFER Helga,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2389,,,"Gruppo UDC, SVP e Autonomie : Membro dal 6 maggio 2008 al 14 marzo 2013 (dal 10 novembre 2011 il Gruppo assume la denominazione Unione di Centro, SVP e Autonomie (Union Valdôtaine, MAIE, Verso Nord, Movimento Repubblicani Europei, Partito Liberale Italiano, Partito Socialista Italiano))",16
TOFANI Oreste,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2393,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
TOMASELLI Salvatore,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23080,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
TOMASSINI Antonio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=3855,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
TONINI Giorgio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17651,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
TORRI Giovanni,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=23840,,,Gruppo Lega Nord Padania : Membro dal 6 maggio 2008 al 14 marzo 2013,16
TOTARO Achille,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=22784,,,Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 19 dicembre 2012; Gruppo Centrodestra Nazionale : Vicepresidente dal 20 dicembre 2012 al 14 marzo 2013 (dal 21 dicembre 2012 il Gruppo assume la denominazione Fratelli d'Italia - Centrodestra Nazionale),16
TREU Tiziano,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=2420,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 14 marzo 2013,16
VACCARI Gianvittore,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25217,,,Gruppo Lega Nord Padania : Membro dal 6 maggio 2008 al 14 marzo 2013,16
VALDITARA Giuseppe,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17656,,,"Gruppo Il Popolo della Libertà : Membro dal 29 aprile 2008 al 1 agosto 2010; Gruppo Futuro e Libertà per l'Italia : Membro dal 2 agosto 2010 al 28 settembre 2010 Vicepresidente dal 29 settembre 2010 al 1 marzo 2011; Gruppo Misto : Membro dal 2 marzo 2011 al 13 luglio 2011 (Futuro e Libertà per l'Italia, dall'8 marzo 2011 al 14 luglio 2011); Gruppo Per il Terzo Polo (ApI-FLI) : Membro dal 14 luglio 2011 al 14 marzo 2013 (dal 20 dicembre 2012 il Gruppo assume la denominazione Per il Terzo Polo (ApI-FLI-Centro Democratico))",16
VALENTINO Giuseppe,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=3913,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
VALLARDI Gianpaolo,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25218,,,Gruppo Lega Nord Padania : Membro dal 6 maggio 2008 al 14 marzo 2013,16
VALLI Armando,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25209,,,Gruppo Lega Nord Padania : Membro dal 6 maggio 2008 al 14 marzo 2013,16
VEDANI Alessandro,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=28899,,,Gruppo Lega Nord Padania : Membro dal 24 luglio 2012 al 14 marzo 2013,16
VERONESI Umberto,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=16923,,,Gruppo Partito Democratico : Membro dal 6 maggio 2008 al 22 febbraio 2011,16
VETRELLA Sergio,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25246,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 13 luglio 2010,16
VICARI Simona,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=25270,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
VICECONTE Guido Walter Cesare,https://www.senato.it/legislature/16/composizione/senatori/elenco-alfabetico/scheda-attivita?did=17805,,,Gruppo Il Popolo della Libertà : Membro dal 6 maggio 2008 al 14 marzo 2013,16
